,,,unique_id,,,,,,lang,region,sous-region,city,,,,province,country,timestamp_creation,vegetable_fruit,meat,processed_product,maple_honey,bread,dairy,wild_product,seafood,oils_and_vinegars,alcohol_free_drink,alcohol_below_18_drink,alcohol_above_18_drink,non_food_products
,,,Kh9Igmt2mVaHi8n28EBn,,,,,,fr,Chaudière-Appalaches,Lévis,Lévis,,,,Quebec,Canada,2021-07-01,TRUE,,,,,,,,,,,,
,,,ZMakQAZwbFWQsunqoGKq,,,,,,fr,Estrie,Le Haut-Saint-François,Sawyerville,,,,Quebec,Canada,2021-07-01,TRUE,,TRUE,TRUE,,,,,,,,,
,,,IjlNMo7cX1SBBTqtbg5H,,,,,,fr,Saguenay--Lac-Saint-Jean,Saguenay,Jonquière,,,,Quebec,Canada,2021-07-02,TRUE,,,,,,,,,,,,
,,,LV75Nn8pPuq7JkpaUBDY,,,,,,fr,Outaouais,Papineau,Notre-Dame-De-La-Paix,,,,Quebec,Canada,2021-07-02,TRUE,,,,,,,,,,,,
,,,bVc9PBIPBgcmQa2CiOUJ,,,,,,fr,Lanaudière,Les Moulins,Terrebonne,,,,Quebec,Canada,2021-07-02,TRUE,,,,,,,,,,,,
,,,5aC85XLiAsOUK6NnI5Vb,,,,,,fr,Chaudière-Appalaches,Lotbinière,Val-Alain,,,,Quebec,Canada,2021-07-03,TRUE,,,,,,,,,,,,
,,,dd2ngU3Fqbqudqluf8Xw,,,,,,fr,Estrie,Les Sources,Saint-Camille,,,,Quebec,Canada,2021-07-03,TRUE,,,,,,,,,,,,
,,,JEmQas9zmifmzQkfVxZr,,,,,,en,Estrie,Memphrémagog,Ogden,,,,Quebec,Canada,2021-07-03,TRUE,,,,,,,,,,,,
,,,cFGkFsJnkNhTDDgkue4x,,,,,,fr,Estrie,La Haute-Yamaska,Sainte-Cécile-De-Milton,,,,Quebec,Canada,2021-07-05,TRUE,,,,,,,,,,,,
,,,0WqGvt0kzBsa0XPVArMB,,,,,,fr,Estrie,Memphrémagog,Eastman,,,,Quebec,Canada,2021-07-08,,,TRUE,,TRUE,,,,,,,,
,,,mHBtHIMcDSA9y8RjTNM3,,,,,,fr,Abitibi-Témiscamingue,,Dupuy,,,,Quebec,Canada,2021-07-10,,TRUE,,,,,,,,,,,
,,,V3UVM2BlXnu6mqIKIX2n,,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montréal,,,,Quebec,Canada,2021-07-14,,,TRUE,,,,,,,,,,
,,,10daeLNvgYXmLZRpWBqa,,,,,,fr,Montérégie,Brome-Missisquoi,Pike River,,,,Quebec,Canada,2021-07-21,TRUE,,,,,,,,,,,,
,,,fe5njlFrbHQvz16cE6z6,,,,,,fr,Laurentides,Deux-Montagnes,Oka,,,,Quebec,Canada,2021-07-26,TRUE,,,,,,,,,,,,
,,,d0Kn2zZaEeQnEZ6BJ6xo,,,,,,fr,Estrie,Brome-Missisquoi,Dunham,,,,Quebec,Canada,2021-07-27,TRUE,,TRUE,,,,,,,,,,
,,,dbgU98BRrGrli0FS1eVR,,,,,,fr,Montréal,Ahuntsic-Cartierville,Montreal,,,,Quebec,Canada,2021-07-27,TRUE,,TRUE,,,,,,,,,,
,,,GzJU6FJ0rrlPSBpRbB6k,,,,,,fr,Côte-Nord,Manicouagan,Pointe-Aux-Outardes,,,,Quebec,Canada,2021-07-27,TRUE,,,,,,,,,,,,
,,,JRucxufc8rT041AdUoqM,,,,,,fr,Lanaudière,Montcalm,Saint-Liguori,,,,Quebec,Canada,2021-07-28,TRUE,,,,,,,,,,,,
,,,bconEVNM3XYmIY8UTpCU,,,,,,fr,Lanaudière,Montcalm,Saint-Jacques,,,,Quebec,Canada,2021-07-29,TRUE,,,,,,,,,,,,
,,,m90yCHxJRpdfQgI30EwX,,,,,,fr,Lanaudière,Montcalm,Saint-Jacques,,,,Quebec,Canada,2021-07-29,TRUE,,,,,,,,,,,,
,,,zkFrXrFqYVeMhSxcc2pt,,,,,,fr,Montérégie,Le Haut-Saint-Laurent,Huntingdon,,,,Quebec,Canada,2021-07-29,,TRUE,TRUE,,,,,,,,,,
,,,PF4yV3KEBvlc4LA4ejfG,,,,,,en,Laurentides,Les Laurentides,Saint-Faustin-Lac-Carré,,,,Quebec,Canada,2021-07-30,TRUE,,,,,,,,,,,,
,,,gpviXL6xRNyv04OH0M9n,,,,,,fr,Lanaudière,Matawinie,Rawdon,,,,Quebec,Canada,2021-07-30,TRUE,,,,,,,,,,,,
,,,RXqTjytuKctUaEW3Vd1E,,,,,,fr,Laurentides,Les Laurentides,Labelle,,,,Quebec,Canada,2021-07-30,,,TRUE,,,,TRUE,,,,,,
,,,UFE7DqFoZw4AjGBTvK5l,,,,,,fr,Estrie,Les Sources,Saint-Adrien,,,,Quebec,Canada,2021-07-30,,TRUE,TRUE,TRUE,,,,,,,,,
,,,YzUhZNueE5ykrJwA8jsF,,,,,,fr,Capitale-Nationale,Québec,Québec,,,,Quebec,Canada,2021-07-31,,TRUE,,,,,,,,,,,
,,,9jDg6mtBDSLyRqX2mR8z,,,,,,fr,Montérégie,Les Jardins-de-Napierville,St-Jacques-Le-Mineur,,,,Quebec,Canada,2021-08-01,TRUE,,,TRUE,,,,,,,,,
,,,Sira3NDn2bZ9r6cshdHK,,,,,,fr,Montérégie,Le Haut-Saint-Laurent,Franklin,,,,Quebec,Canada,2021-08-01,TRUE,,,,,,,,,,,,
,,,2aCxGZqeVxkSUPZwClPf,,,,,,fr,Chaudière-Appalaches,Montmagny,Sainte-Lucei-De-Beauregard,,,,Quebec,Canada,2021-08-01,,,,TRUE,,,,,,,,,
,,,oSUJzbDjXBdlOsFsBeji,,,,,,fr,Bas-Saint-Laurent,Témiscouata,Lejeune,,,,Quebec,Canada,2021-08-02,TRUE,,,,,,,,,,,,
,,,gizaEbHMpKxmpeZVw5Bl,,,,,,fr,Lanaudière,Montcalm,Saint-Esprit,,,,Quebec,Canada,2021-08-03,TRUE,,,,,,,,,,,,
,,,UeTuV6p8ye2s3NIHCiaz,,,,,,fr,Centre-du-Québec,L'Érable,St-Ferdinand,,,,Quebec,Canada,2021-08-03,,TRUE,,,,,,,,,,,
,,,KAujptZpKxAGcUkHqKtG,,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montréal,,,,Quebec,Canada,2021-08-03,,,TRUE,,,,,,,,,,
,,,SpAb8nxIhrPI1NYLwyyV,,,,,,fr,Côte-Nord,La Haute-Côte-Nord,Les Bergeronnes,,,,Quebec,Canada,2021-08-03,,,,,,,TRUE,,,,,,
,,,spSLaHdRu7S62uA1veMb,,,,,,fr,Estrie,Brome-Missisquoi,Frelighsburg,,,,Quebec,Canada,2021-08-09,TRUE,,,,,,,,,,,,
,,,b9BfyQpyz5fxTBbguFU8,,,,,,fr,Lanaudière,Matawinie,Saint Felix De Valois,,,,Quebec,Canada,2021-08-11,TRUE,,,,,,,,,,,,
,,,TYF9WF6QRh1MIfWHfbkO,,,,,,fr,Bas-Saint-Laurent,La Mitis,Sainte-Luce,,,,Quebec,Canada,2021-08-16,,,,,,,,TRUE,,,,,
,,,o5PmiEP55J4t4QMPctiI,,,,,,fr,Montérégie,Le Haut-Richelieu,Saint-Jean-Sur-Richelieu,,,,Quebec,Canada,2021-08-16,,,TRUE,,,,,,,,,,
,,,TO9rQY5aGhYuMI1KfObX,,,,,,fr,Laurentides,Deux-Montagnes,Oka,,,,Quebec,Canada,2021-08-24,TRUE,,,TRUE,,,,,,,,,
,,,eVxxgBMxKaw9yOtTVlIf,,,,,,fr,Estrie,Coaticook,Compton,,,,Quebec,Canada,2021-08-30,,,TRUE,,,,,,,,,,
,,,WgVwnuPxLJ0Vhfc3eq7Y,,,,,,fr,Laurentides,Deux-Montagnes,St-Joseph-Du-Lac,,,,Quebec,Canada,2021-09-01,TRUE,,,,,,,,,,,,
,,,DtlLhnNbXHW9ghZ7EQAk,,,,,,fr,Estrie,La Haute-Yamaska,Sainte-Cecile-De-Milton,,,,Quebec,Canada,2021-09-01,TRUE,,,,,,,,,,,,
,,,SkUjTMy6EalNcVRVcGTQ,,,,,,fr,Chaudière-Appalaches,Bellechasse,Saint-Gervais,,,,Quebec,Canada,2021-09-02,,,TRUE,,,TRUE,,,,,,,
,,,IjIFFgQvx3MewB3tg1KZ,,,,,,fr,Lanaudière,D'Autray,Lavaltrie,,,,Quebec,Canada,2021-09-06,TRUE,,,,,,,,,,,,
,,,WaKc25LyuyfQiVGINHi1,,,,,,fr,Saguenay--Lac-Saint-Jean,Lac-Saint-Jean-Est,Alma,,,,Quebec,Canada,2021-09-07,,,TRUE,,,,,,,,,,
,,,bLmktXHLKf71ZhpK3LlM,,,,,,fr,Centre-du-Québec,Arthabaska,Victoriaville,,,,Quebec,Canada,2021-09-08,,,,,TRUE,,,,,,,,
,,,8IHcy8lhP4Y0o4O4x9x8,,,,,,fr,Capitale-Nationale,Portneuf,Saint-Alban,,,,Quebec,Canada,2021-09-11,,,,,,,,,,,,,
,,,uaMrIMBr5tUU6yqlN7Rb,,,,,,fr,Outaouais,Papineau,Notre Dame De La Paix,,,,Quebec,Canada,2021-09-17,TRUE,,,,,,,,,,,,
,,,7LjrUdkbQ56uVeQiHtcN,,,,,,fr,Estrie,Brome-Missisquoi,Saint Armand,,,,Quebec,Canada,2021-09-20,TRUE,,,,,,TRUE,,,,,,
,,,GXznJLrx67imjmaoSoo9,,,,,,fr,Lanaudière,D'Autray,Saint-Norbert,,,,Quebec,Canada,2021-09-22,TRUE,,,,,,,,,,,,
,,,vDQefUk3FcJh6sBQvnoh,,,,,,fr,Estrie,Les Sources,Wotton,,,,Quebec,Canada,2021-09-22,,,,,,,,,,,,,
,,,KYlrIrQiq3F7kE7OViVn,,,,,,fr,Montérégie,Les Maskoutains,St Valérien De Milton,,,,Quebec,Canada,2021-09-28,TRUE,TRUE,,,,,,,,,,,
,,,qc3LrR1YG9YzNR8HeMOH,,,,,,fr,Laurentides,Les Laurentides,Boileau,,,,Quebec,Canada,2021-09-28,,,,TRUE,,,,,,,,,
,,,99dzbodSlcwiJBKfBWhs,,,,,,fr,Laurentides,Les Laurentides,Val-David,,,,Quebec,Canada,2021-09-28,,TRUE,TRUE,,,,,,,,,,
,,,m73zRGEtfHHzCfRsG8sV,,,,,,fr,Montérégie,Longueuil,Saint Hubert,,,,Quebec,Canada,2021-10-03,,,TRUE,,,,,,TRUE,,,,
,,,ZFRnYgmidK0jTd2lXwW9,,,,,,fr,Montréal,Ahuntsic-Cartierville,Montréal,,,,Quebec,Canada,2021-10-04,TRUE,,TRUE,,,,,,,,,,
,,,TYbdeF3McbkLNyfdudqn,,,,,,fr,Montérégie,Longueuil,Saint-Bruno-De-Montarville,,,,Quebec,Canada,2021-10-06,,,TRUE,,,,,,,,,,
,,,vKbwKAtyhsbDs47JEQML,,,,,,fr,Centre-du-Québec,Drummond,Drummondville,,,,Quebec,Canada,2021-10-07,TRUE,,,,,,,,,,,,
,,,izcdWKAMLxfVhnQGVj1W,,,,,,fr,Lanaudière,Montcalm,Saint-Roch-Ouest,,,,Quebec,Canada,2021-10-10,TRUE,,TRUE,,,,,,,,,,
,,,zHfExh3iJLV6jG3QQ4WF,,,,,,fr,Estrie,Brome-Missisquoi,Farnham,,,,Quebec,Canada,2021-10-18,TRUE,,,,,,,,,,,,
,,,5b15DX79SPcNpUyi4uQ0,,,,,,fr,Lanaudière,D'Autray,St-Norbert,,,,Quebec,Canada,2021-10-19,,,TRUE,,,,,,,,,,
,,,z6aNHSmuuotso3LucLPN,,,,,,fr,Montérégie,Le Haut-Richelieu,Pike River,,,,Quebec,Canada,2021-10-22,,TRUE,,,,,,,,,,,
,,,c6nOiKV1sbFh7gsqC5n2,,,,,,fr,,,Ogden,,,,Quebec,Canada,2021-10-25,TRUE,,,,,,,,,,,,
,,,rU1Oc541eIvXVCv8stKD,,,,,,fr,Montréal,Pierrefonds - Roxboro,Montréal / Pierrefonds,,,,Quebec,Canada,2021-10-26,TRUE,,,,,,,,,,,,
,,,b0pPiq99RWFG5MG4wk20,,,,,,fr,Centre-du-Québec,Drummond,Drummondville,,,,Quebec,Canada,2021-10-28,TRUE,,,,,,,,,,,,
,,,y322O5E2GQ27kfJEoUAJ,,,,,,fr,Centre-du-Québec,Arthabaska,Warwick,,,,Quebec,Canada,2021-11-01,,TRUE,TRUE,TRUE,,,,,,,,,
,,,kL7iDLy4sjqAEwmPrj3I,,,,,,fr,Estrie,Le Haut-Saint-François,Scotstown,,,,Quebec,Canada,2021-11-01,,TRUE,,,,,,,,,,,
,,,JhNzxv6he8UcfslFpFGD,,,,,,fr,Estrie,Le Val-Saint-François,Stoke,,,,Quebec,Canada,2021-11-04,TRUE,,,,,,,,,,,,
,,,kFUuBFC4wDT5OA0Rkr7u,,,,,,fr,Montréal,LÎle-Bizard - Sainte-Geneviève,Montreal,,,,Quebec,Canada,2021-11-05,TRUE,,,,,,,,,,,,
,,,VEwLnlWOEzNLgu7TtHxA,,,,,,fr,Montréal,Rosemont - La Petite-Patrie,Montréal,,,,Quebec,Canada,2021-11-09,,,TRUE,,,,,,,,,,
,,,EWF4fz8F5Sr8gmrZ1mhw,,,,,,fr,Centre-du-Québec,Drummond,Drummondville,,,,Quebec,Canada,2021-11-17,TRUE,,TRUE,,,,,,,,,,
,,,GyCLmySQhyIAyVAWAYxw,,,,,,fr,Laurentides,La Rivière-du-Nord,Ste-Sophie,,,,Quebec,Canada,2021-11-17,,,,,,,TRUE,,,,,,
,,,Fz6Skmd4O55jU2fOUnBL,,,,,,fr,Montérégie,Acton,Béthanie,,,,Quebec,Canada,2021-11-18,TRUE,,,,,,,,,,,,
,,,IEeHDYo4nzNHL9PThl24,,,,,,fr,Capitale-Nationale,Portneuf,Donnacona,,,,Quebec,Canada,2021-11-18,TRUE,,,TRUE,,,,,,,,,
,,,cMU8oxxvoIYn85Ok0nIa,,,,,,fr,Estrie,Sherbrooke,Sherbrooke,,,,Quebec,Canada,2021-11-21,TRUE,,,,,,,,,,,,
,,,US8x9szMEaZFsqWbH5Q7,,,,,,fr,Outaouais,Papineau,Plaisance,,,,Quebec,Canada,2021-11-22,TRUE,,,,,,,,,,,,
,,,NCQKN05YwjlPlBRkvn6P,,,,,,fr,Estrie,Brome-Missisquoi,Bromont,,,,Quebec,Canada,2021-11-23,TRUE,,,TRUE,,,,,,,,,
,,,X757NuzKdMpkoVFRfOph,,,,,,fr,Montérégie,Les Jardins-de-Napierville,St-Bernard-De-Lacolle,,,,Quebec,Canada,2021-11-23,TRUE,,,,,,,,,,,,
,,,sR8ZoBvsopwQDPIs28as,,,,,,fr,Montérégie,Le Haut-Richelieu,Lacolle,,,,Quebec,Canada,2021-11-23,TRUE,,,,,,,,,,,,
,,,5FNIS4eo7BI21FGxstpx,,,,,,fr,Chaudière-Appalaches,Les Appalaches,Saint-Jacques De Leeds,,,,Quebec,Canada,2021-11-25,TRUE,,,,,,,,,,,,
,,,Be4j1K24r8wPTDSmYJLh,,,,,,fr,Estrie,Brome-Missisquoi,Bedford,,,,Quebec,Canada,2021-11-26,,,TRUE,,,,,,,,,,
,,,YiTuoGRDj4cC9OsT0jii,,,,,,fr,Montréal,Ville-Marie,Montréal,,,,Quebec,Canada,2021-11-30,TRUE,,,,,,,,,,,,
,,,tu0m7IZdh7f94NQMQJyd,,,,,,fr,Montérégie,Vaudreuil-Soulanges,Saint-Lazare,,,,Quebec,Canada,2021-12-05,TRUE,,,,,,,,,,,,
,,,x6iiKt4vlJalU3yPVr3G,,,,,,fr,Mauricie,Mékinac,Proulxville,,,,Quebec,Canada,2021-12-06,TRUE,,,,,,,,,,,,
,,,474UAr7Tfm7ajVNwigna,,,,,,fr,Mauricie,Maskinongé,Saint-Boniface,,,,Quebec,Canada,2021-12-06,,TRUE,,,,TRUE,,,,,,,
,,,7EgGwqYYOZYDxoWiXG57,,,,,,fr,Lanaudière,D'Autray,Berthierville,,,,Quebec,Canada,2021-12-06,,,TRUE,,,,,,,,,,
,,,9tiHWpgnbT1VUzmxCc8k,,,,,,fr,Laurentides,,Saint-Aîmé-Du-Lac-Des-Îles,,,,Quebec,Canada,2021-12-07,,,,,,,TRUE,,,,,,
,,,6S7OllJfRrDvv1hbUoVo,,,,,,fr,Bas-Saint-Laurent,Rimouski-Neigette,Rimouski,,,,Quebec,Canada,2021-12-15,TRUE,,,,,,,,,,,,
,,,hB6eHnVpG6isvvTeR3OY,,,,,,fr,,,Saint-Valérien-De-Rimouski,,,,Quebec,Canada,2021-12-15,,,TRUE,,,,,,,,,,
,,,qP36eSmNEgqfyfzNvtFz,,,,,,fr,Abitibi-Témiscamingue,,Laverlochère-Angliers,,,,Quebec,Canada,2021-12-15,,,,,,,TRUE,,,,,,
,,,HQbXBleMVN8eoo8K0whb,,,,,,fr,Centre-du-Québec,Bécancour,Manseau,,,,Quebec,Canada,2021-12-16,,,TRUE,,,,,,,,,,
,,,E95LTEbjegoJ9lVboDUf,,,,,,fr,Lanaudière,Matawinie,Ste Béatrix,,,,Quebec,Canada,2021-12-18,TRUE,,TRUE,,,,,,,,,,
,,,FafSsEcNgbif7HTFJvtQ,,,,,,fr,Bas-Saint-Laurent,Kamouraska,Sainte-Francoise,,,,Quebec,Canada,2021-12-19,TRUE,,TRUE,,,,,,,,,,
,,,9Mo9Nh8PoGVmBr5FpuHU,,,,,,en,Laurentides,Les Pays-d'en-Haut,Wentworth Nord,,,,Quebec,Canada,2021-12-20,TRUE,,,,,,,,,,,,
,,,0CFpaynbnfYIs7ffFPg5,,,,,,fr,Montréal,LÎle-Bizard - Sainte-Geneviève,L'Île-Bizard,,,,Quebec,Canada,2021-12-22,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,
,,,jLdbDIx8n3pgbCbtXxhr,,,,,,fr,Chaudière-Appalaches,Beauce-Sartigan,Inverness,,,,Quebec,Canada,2021-12-30,TRUE,,,,,,,,,,,,
,,,QzkICRH9QRyu46CunB3A,,,,,,fr,Montérégie,Beauharnois-Salaberry,Saint-Louis-De-Gonzague,,,,Quebec,Canada,2022-01-11,TRUE,,,TRUE,,,,,,,,,
,,,Twa8hckfedqpkTHtPmAx,,,,,,fr,Bas-Saint-Laurent,La Mitis,Les Hauteurs,,,,Quebec,Canada,2022-01-11,TRUE,,,,,,,,,,,,
,,,fhGuetukrOJ0332MkrE1,,,,,,fr,Estrie,La Haute-Yamaska,Shefford,,,,Quebec,Canada,2022-01-18,TRUE,,,,,,TRUE,,,,,,
,,,iyecptCf2ib79GmaepWK,,,,,,fr,Montréal,Ahuntsic-Cartierville,Montreal,,,,Quebec,Canada,2022-01-18,TRUE,,TRUE,,,,,,,,,,
,,,pnuZvQdo57xLhdwSHviS,,,,,,fr,Saguenay--Lac-Saint-Jean,Lac-Saint-Jean-Est,Hébertville,,,,Quebec,Canada,2022-01-18,TRUE,,,,TRUE,,,,TRUE,,,,
,,,OHjqtHpoR9TY2A4RoEk8,,,,,,fr,Montréal,Ville-Marie,Montreal,,,,Quebec,Canada,2022-01-18,,,TRUE,,,,,,,,,,
,,,P0Iitacxyj2I5elzcMRX,,,,,,fr,Laurentides,Deux-Montagnes,Saint-Joseph-Du-Lac,,,,Quebec,Canada,2022-01-25,TRUE,,TRUE,TRUE,,,,,,,,,
,,,qVcnIF5d9hmSXtVnq6QY,,,,,,fr,Estrie,Memphrémagog,Mansonville,,,,Quebec,Canada,2022-01-25,TRUE,,,,,,,,,,,,
,,,2l4an0vMlGeHwKK60f7C,,,,,,en,Montréal,Ahuntsic-Cartierville,Montreal,,,,Quebec,Canada,2022-01-26,,,TRUE,,,,,,,,,,
,,,rW2Bnw8jqORe6GWuESpm,,,,,,fr,Chaudière-Appalaches,Bellechasse,Saint-Michel-De-Bellechasse,,,,Quebec,Canada,2022-01-27,TRUE,,TRUE,,,,TRUE,,,,,,
,,,Z1uw0PpY5rNS7d6LzG4j,,,,,,fr,Abitibi-Témiscamingue,,Macamic,,,,Quebec,Canada,2022-01-27,TRUE,,,,,TRUE,,,,,,,
,,,IOk7koUHro0F8HksblGe,,,,,,fr,Mauricie,Mékinac,Notre-Dame-De-Montauban,,,,Quebec,Canada,2022-01-29,,,TRUE,TRUE,,,,,,,,,
,,,AFnfP4XFj6d1T3CbtGOR,,,,,,fr,Centre-du-Québec,Bécancour,Saint-Sylvère,,,,Quebec,Canada,2022-01-31,TRUE,,,,,,,,,,,,
,,,dN1VUWLmAATsJmkJc4N9,,,,,,fr,Lanaudière,Matawinie,Chertsey,,,,Quebec,Canada,2022-01-31,TRUE,,TRUE,,,,,,,,,,
,,,B9MBqypWZz2zPdRwJRkw,,,,,,fr,Montréal,Le Sud-Ouest,Montréal,,,,Quebec,Canada,2022-02-03,,,TRUE,,,,,,,,,,
,,,Nd7f0b8IkstvitkswCoz,,,,,,fr,Montréal,Ahuntsic-Cartierville,Montreal,,,,Quebec,Canada,2022-02-03,,,TRUE,,,,,,,,,,
,,,mW5AyrgArrdeOcuPQRGo,,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montréal,,,,Quebec,Canada,2022-02-06,,,,,,,TRUE,,,,,,
,,,Hnlu7ICPkOwy0dptt5qd,,,,,,fr,Chaudière-Appalaches,Lotbinière,Lotbinière,,,,Quebec,Canada,2022-02-07,TRUE,,,,,,,,,,,,
,,,VqWsT38Nuoaf8zRh58ig,,,,,,fr,Laval,Laval,Laval,,,,Quebec,Canada,2022-02-10,TRUE,,,,,,,,,,,,
,,,jUXLWmziAT1G4vhNVDff,,,,,,fr,Centre-du-Québec,L'Érable,Saint-Ferdinand,,,,Quebec,Canada,2022-02-14,TRUE,,,,,,,,,,,,
,,,iljyBOxiFrv3Q6egvLMZ,,,,,,fr,Centre-du-Québec,Bécancour,Bécancour,,,,Quebec,Canada,2022-02-14,,TRUE,,,,,,,,,,,
,,,Bl2zyrsHt2vJhmJ9F13Q,,,,,,fr,Outaouais,Papineau,Papineauville,,,,Quebec,Canada,2022-02-14,,TRUE,,,,,,TRUE,,,,,
,,,5ZoUKmCPttVLzYwNHsb9,,,,,,fr,Laval,Laval,Laval,,,,Quebec,Canada,2022-02-15,TRUE,,,,,,,,,,,,
